Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDP08,20.5,0.9983214263621356,Fruits and Vegetables,192.2478,OUT046,1997,3874.956,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDF39,14.85,0.9986843675496302,Dairy,262.591,OUT046,1997,4996.8290000000015,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCQ06,13.0,0.9215224012481298,Household,256.1014,OUT013,1987,2550.014,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDR04,7.075,0.9254735713496621,Frozen Foods,95.7068,OUT013,1987,583.2408,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ32,17.85,0.8885276281388274,Fruits and Vegetables,125.1388,OUT035,2004,1981.4208,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
DRD15,10.6,1.3903226251469767,Dairy,232.4642,OUT010,1998,697.0926,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDB02,9.695,1.0040258365720502,Canned,175.137,OUT018,2009,3705.177,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCS18,12.65,1.0027050493355254,Household,108.0938,OUT018,2009,1607.9070000000004,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
NCS30,5.945,1.5344397387173723,Household,127.9652,OUT010,1998,645.826,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDN15,17.5,0.8323827759744089,Meat,141.418,OUT045,2002,1957.452,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCL31,7.39,0.9275067623515872,Others,143.847,OUT017,2007,4866.998,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDV31,9.8,1.4074319187581779,Fruits and Vegetables,177.937,OUT010,1998,176.437,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDF38,11.8,0.9995837292902475,Canned,40.6138,OUT013,1987,406.138,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRK59,8.895,1.5159106505931306,Hard Drinks,235.5616,OUT010,1998,468.7232,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRJ24,11.8,0.8490488543057344,Soft Drinks,186.8924,OUT049,1999,2961.4784,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDW51,6.155,0.8938222715415737,Meat,213.356,OUT027,1985,6817.792,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDN49,17.25,0.8804003854595985,Breakfast,41.24800000000001,OUT046,1997,679.1160000000001,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDE20,11.35,1.004412895367401,Fruits and Vegetables,168.37900000000005,OUT017,2007,3225.801,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV38,19.25,0.864470187714924,Dairy,54.3956,OUT045,2002,873.5296,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH60,19.7,0.9523893214051941,Baking Goods,198.411,OUT017,2007,2553.343,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCD55,14.0,0.8567319816947903,Household,40.2454,OUT049,1999,922.7988,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDU13,8.355,0.921089573562076,Canned,146.4418,OUT017,2007,3089.9778,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ07,15.1,0.8081344057628683,Fruits and Vegetables,62.3194,OUT049,1999,495.3552,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY13,12.1,0.9035230485786446,Canned,77.367,OUT045,2002,612.536,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP56,8.185,1.000333428662481,Fruits and Vegetables,48.6692,OUT045,2002,1182.4608,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DRA59,8.269999999999998,1.4778872351425312,Soft Drinks,186.2924,OUT019,1985,555.2772,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDY40,15.5,0.80647818321766,Frozen Foods,49.0692,OUT013,1987,295.6152,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW40,14.0,0.8551248587341136,Frozen Foods,144.2812,OUT046,1997,4844.3608,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCW17,18.0,1.0000504344573784,Health and Hygiene,129.3994,OUT035,2004,3340.9844,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
DRN37,9.6,0.8571428571428573,Soft Drinks,166.5158,OUT049,1999,3509.4318,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDZ19,6.425,0.9948875512231182,Fruits and Vegetables,177.7712,OUT027,1985,4921.5936,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDW34,9.6,0.9062655240909377,Snack Foods,244.117,OUT013,1987,5346.374,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC28,7.905,1.1858237577201864,Frozen Foods,107.8254,OUT027,1985,2387.5588,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,1.003600449392526,Frozen Foods,114.7176,OUT017,2007,2404.8696,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDE26,9.3,0.88218681395206,Canned,144.9786,OUT049,1999,1011.3502,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDG45,8.1,0.9051883728690682,Fruits and Vegetables,210.9902,OUT035,2004,6371.706,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCC18,19.1,0.9266506273583643,Household,172.4422,OUT017,2007,1551.9798,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCU54,8.88,0.9016921152313255,Household,208.527,OUT018,2009,3145.905,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDF26,6.825,0.9032136994462916,Canned,153.7998,OUT017,2007,922.7988,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX52,11.5,0.8675239434827187,Frozen Foods,194.782,OUT035,2004,3475.476,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDR04,7.075,0.9314835976114355,Frozen Foods,98.8068,OUT017,2007,2527.3768,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCP06,20.7,0.9166081665528515,Household,151.7366,OUT017,2007,604.5464,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDN25,7.895,0.8700882422049472,Breakfast,56.7588,OUT049,1999,343.5528,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCH42,6.86,0.8841021108621776,Household,229.601,OUT018,2009,2526.711,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDO46,9.6,1.0277638903969109,Snack Foods,187.1872,OUT013,1987,3214.4824,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCG54,12.1,0.9996853336616084,Household,172.1106,OUT046,1997,3422.212,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDU07,11.1,0.8876977737208962,Fruits and Vegetables,151.8366,OUT013,1987,1057.9562,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRJ11,9.5,0.7777777777777778,Hard Drinks,190.9872,OUT045,2002,3025.3952,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDH10,21.0,0.8496674613892248,Snack Foods,193.0478,OUT049,1999,1549.9824,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN56,5.46,0.9138422349004732,Fruits and Vegetables,144.9786,OUT046,1997,2022.7004,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY56,16.349999999999998,1.4853189343098245,Fruits and Vegetables,225.3062,OUT019,1985,677.1186,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCQ53,17.6,0.9980787607765844,Health and Hygiene,236.259,OUT013,1987,4727.18,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
NCN54,20.35,0.9997149114681751,Household,75.8328,OUT045,2002,154.4656,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCC43,7.39,0.9994653465297124,Household,249.5066,OUT049,1999,4267.1122,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDB35,12.3,1.553614503056816,Starchy Foods,92.9804,OUT019,1985,183.7608,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDX33,9.195,0.9989435036865708,Snack Foods,160.2578,OUT013,1987,4492.8184,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCT06,17.1,0.8766805645224833,Household,166.2842,OUT035,2004,4807.7418,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDM50,13.0,1.0040258283430048,Canned,59.322,OUT018,2009,539.298,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDC37,15.5,0.8009034695258213,Baking Goods,107.2938,OUT049,1999,2143.876,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT54,8.695,1.0020167493243675,Household,94.8094,OUT018,2009,1428.141,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDG34,11.5,0.9070812657827819,Snack Foods,107.8254,OUT027,1985,1410.8302,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCW54,7.5,1.040296221750166,Household,55.3588,OUT046,1997,1030.6584,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDZ46,7.485,1.0012960744415718,Snack Foods,112.1228,OUT018,2009,1105.228,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCK19,9.8,0.9001767352815311,Others,194.3478,OUT045,2002,4649.9472,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCQ05,11.395,0.906958170738738,Health and Hygiene,150.8708,OUT045,2002,4363.6532,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCE54,20.7,0.9170707401651212,Household,76.7354,OUT035,2004,2482.7682,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDH17,16.2,0.9035704330525867,Frozen Foods,96.3726,OUT049,1999,2740.4328,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB23,19.2,1.5646558959486527,Starchy Foods,225.9062,OUT019,1985,451.4124,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRL49,13.15,0.8978212002147108,Soft Drinks,144.2812,OUT046,1997,1282.3308,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDT03,21.25,0.9113964959761427,Meat,182.3608,OUT046,1997,551.2824,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW59,13.15,0.8896985459304547,Breads,84.3566,OUT045,2002,761.0094,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCB18,19.6,0.8649391709328847,Household,89.2514,OUT045,2002,1416.8224,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDI22,12.6,0.8534729491488778,Snack Foods,208.7612,OUT017,2007,5226.53,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ50,12.8,1.3333333333333333,Dairy,181.7608,OUT017,2007,4961.5416,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDS14,7.285,0.8,Dairy,155.1288,OUT017,2007,1414.1592,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCN19,13.1,0.897973058867019,Others,190.253,OUT017,2007,4174.566,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDG46,8.63,0.8099842732167167,Snack Foods,114.6518,OUT045,2002,2846.295,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDS04,10.195,0.9220393815615476,Frozen Foods,141.5838,OUT017,2007,1685.8056,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM58,16.85,0.7777777777777779,Snack Foods,110.0544,OUT049,1999,2572.6512,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB60,9.3,0.8990538251824635,Baking Goods,193.0136,OUT049,1999,4860.34,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH28,15.85,0.919639848314657,Frozen Foods,36.7506,OUT018,2009,531.3084,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCU53,5.485,0.857386543726034,Health and Hygiene,163.7842,OUT045,2002,1657.842,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDL44,18.25,0.9991202947090113,Fruits and Vegetables,162.8894,OUT013,1987,3397.5774,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.8479662702265791,Snack Foods,208.9612,OUT013,1987,4181.224,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRM37,15.35,1.454119923225145,Soft Drinks,197.8768,OUT019,1985,197.0768,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDX40,12.85,0.825863775468072,Frozen Foods,38.1164,OUT045,2002,656.4788,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DRG15,6.13,1.0265189177138425,Dairy,59.4536,OUT035,2004,2021.3688,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDV19,14.85,1.5791630152034866,Fruits and Vegetables,159.1578,OUT019,1985,160.4578,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRF01,5.655,0.9160554540862403,Soft Drinks,145.0102,OUT013,1987,1895.5326,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NCV54,11.1,0.8749999999999999,Household,119.1124,OUT046,1997,1303.6364,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDO21,11.6,1.0023277649156208,Snack Foods,223.0404,OUT018,2009,1125.202,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDA40,16.0,1.000316370876588,Frozen Foods,87.0856,OUT049,1999,527.3136,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE59,12.15,0.8990538431592563,Starchy Foods,34.6532,OUT049,1999,719.064,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDX47,6.55,0.9061474141931732,Breads,158.8288,OUT018,2009,4399.6064,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW34,9.6,0.9070203220278351,Snack Foods,244.417,OUT046,1997,1944.136,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCM30,19.1,0.9061474052123718,Household,43.0796,OUT018,2009,619.194,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDA02,14.0,0.9021421284105524,Dairy,143.0786,OUT013,1987,3178.5292,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV19,14.85,0.9017594631673042,Fruits and Vegetables,160.9578,OUT035,2004,2246.4092,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDT48,4.92,1.0255715069446143,Baking Goods,198.8084,OUT013,1987,2976.126,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD09,13.5,1.0292338844319775,Fruits and Vegetables,182.4976,OUT045,2002,1629.8784,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ25,15.7,1.0305694251062747,Canned,169.27900000000002,OUT045,2002,3735.138,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCE19,8.97,0.9032193574538282,Household,55.2956,OUT035,2004,873.5296,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
DRE25,15.35,0.9995642864334318,Soft Drinks,91.812,OUT046,1997,1771.0279999999998,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDC14,14.5,0.8398416052518832,Canned,41.2454,OUT027,1985,1342.2528,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDO15,16.75,0.8836518223206054,Meat,72.5038,OUT027,1985,2512.7292,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDC46,17.7,0.9171940485941604,Snack Foods,184.0266,OUT017,2007,2397.5458,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCX42,6.36,0.9027415110086026,Household,163.3526,OUT035,2004,2631.2416,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDK52,18.25,0.75,Frozen Foods,225.3062,OUT027,1985,4288.4178,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDD04,16.0,1.5541934557886594,Dairy,142.9154,OUT019,1985,141.8154,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDF12,8.235,0.9989871423020162,Baking Goods,149.3076,OUT046,1997,2808.3444,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCL41,12.35,0.8886953797643006,Health and Hygiene,34.8216,OUT049,1999,311.5944,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
NCW41,18.0,1.0424494461836353,Health and Hygiene,158.9604,OUT046,1997,1584.604,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDO60,20.0,1.5362043637680936,Baking Goods,43.1086,OUT010,1998,89.2172,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDZ55,6.055,1.0029492189070197,Fruits and Vegetables,159.692,OUT018,2009,5592.72,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ59,6.63,1.3526309247399695,Baking Goods,166.85,OUT010,1998,499.35,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDO24,11.1,0.9138495796556309,Baking Goods,158.9604,OUT027,1985,4436.8912,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDW14,8.3,1.002775148614723,Dairy,87.1198,OUT018,2009,959.4178,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDD40,20.25,0.9995478346663359,Dairy,193.8162,OUT013,1987,3463.4916,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ38,8.6,0.9998444293625941,Canned,191.453,OUT049,1999,1707.777,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCO54,19.5,0.9185640381518025,Household,55.4614,OUT017,2007,552.614,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDJ10,5.095,1.001728755060295,Snack Foods,141.6838,OUT045,2002,3231.1274,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDK27,11.0,0.8740201622032432,Meat,119.9756,OUT017,2007,1938.8096,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDR09,18.25,0.9134001973509223,Snack Foods,260.5962,OUT049,1999,3884.943,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO60,20.0,0.875,Baking Goods,43.4086,OUT018,2009,401.4774,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX50,20.1,0.9172286602721624,Dairy,109.5228,OUT027,1985,3757.7752,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDR44,6.11,1.009759043327853,Fruits and Vegetables,131.4968,OUT027,1985,1565.9616,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDD17,7.5,0.9217987511487654,Frozen Foods,239.6906,OUT017,2007,2614.5966,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDI60,7.22,0.9017789177321005,Baking Goods,62.951,OUT018,2009,1138.518,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDH31,12.0,1.0425728773491827,Meat,98.6042,OUT046,1997,1091.2462,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL50,12.15,1.003035329475701,Canned,123.5046,OUT017,2007,1743.0644,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDO21,11.6,1.0039078221616888,Snack Foods,223.1404,OUT017,2007,5175.9292,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDW12,8.315,0.9117718145577335,Baking Goods,144.4444,OUT046,1997,2902.888,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT15,12.15,0.7787783066295925,Meat,183.695,OUT049,1999,2929.52,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV25,5.905,0.8775098568814814,Canned,222.1456,OUT049,1999,5747.1856,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRH13,8.575,0.8703992297847686,Soft Drinks,105.828,OUT045,2002,958.752,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDG21,17.35,0.8955424833074852,Seafood,147.905,OUT049,1999,2247.075,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCI55,18.6,1.0002672403214727,Household,123.1414,OUT035,2004,2314.9866,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
NCO06,19.25,0.8949251288846886,Household,34.8558,OUT027,1985,441.4254,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDR27,15.1,0.9131364141597619,Meat,133.4942,OUT045,2002,1457.4362,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA22,7.435,0.75,Starchy Foods,167.5158,OUT027,1985,4345.0108,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDS03,7.825,0.8080686350844921,Meat,65.0826,OUT035,2004,1162.4868,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ12,9.17,0.9093464981687636,Baking Goods,143.947,OUT018,2009,2576.646,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDJ20,20.7,1.473250486430875,Fruits and Vegetables,124.2388,OUT010,1998,247.6776,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDV09,12.1,0.8472074747955495,Snack Foods,146.6734,OUT013,1987,2227.101,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW09,13.65,0.9131893960073119,Snack Foods,80.4302,OUT049,1999,316.9208,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDS36,8.38,1.00018482169261,Baking Goods,111.857,OUT049,1999,2966.139,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY19,19.75,1.0023635044390071,Fruits and Vegetables,119.8466,OUT018,2009,2239.0854,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRC49,8.67,1.0016800294764034,Soft Drinks,142.9128,OUT046,1997,2013.3792,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDN12,15.6,0.919353087401563,Baking Goods,110.2544,OUT045,2002,1789.6704,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDJ03,12.35,0.8583541351247571,Dairy,48.7692,OUT018,2009,788.3072,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDC46,17.7,0.9134531796743547,Snack Foods,182.4266,OUT049,1999,5163.9448,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDM02,12.5,0.8833487906258748,Canned,87.9198,OUT018,2009,1133.8574,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV20,20.2,0.8434034269617187,Fruits and Vegetables,129.1678,OUT013,1987,1017.3424,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCH07,13.15,0.8317672007080835,Household,158.7604,OUT045,2002,3010.7476,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDL28,10.0,0.75,Frozen Foods,230.0668,OUT019,1985,691.1004,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDJ46,11.1,0.9953958757307477,Snack Foods,174.2054,OUT027,1985,4377.635,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDQ34,10.85,0.9011244952753295,Snack Foods,106.3622,OUT013,1987,2117.244,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCD42,16.5,0.8333333333333333,Health and Hygiene,37.3506,OUT027,1985,1024.6662,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDO34,17.7,0.9152082775788511,Snack Foods,166.4816,OUT018,2009,2013.3792,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX60,14.35,1.0046378214297205,Baking Goods,79.196,OUT017,2007,1278.336,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ28,20.0,0.8942882566410745,Frozen Foods,125.8678,OUT017,2007,3433.5306,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT36,12.3,0.8571428571428571,Baking Goods,37.2874,OUT013,1987,705.748,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
